time,left,mid,right
964,0.99999455790136,0.99997907330339,0.99997173599921
965,0.99999463587226,0.99997937312769,0.9999721409477
966,0.99999471272605,0.99997966865629,0.99997254009435
967,0.99999478847872,0.99997995995076,0.99997293352228
968,0.99999486314606,0.99998024707174,0.99997332131342
969,0.99999493674361,0.99998053007904,0.99997370354855
970,0.9999950092867,0.99998080903159,0.99997408030725
971,0.99999508079044,0.99998108398748,0.999974451668
972,0.99999515126973,0.99998135500399,0.99997481770812
973,0.99999522073923,0.99998162213754,0.99997517850386
974,0.99999528921341,0.99998188544378,0.99997553413035
975,0.99999535670654,0.99998214497753,0.99997588466165
976,0.99999542323268,0.99998240079285,0.99997623017077
977,0.99999548880566,0.99998265294301,0.99997657072965
978,0.99999555343917,0.99998290148052,0.99997690640922
979,0.99999561714664,0.99998314645715,0.99997723727938
980,0.99999567994135,0.99998338792391,0.99997756340906
981,0.99999574183639,0.99998362593109,0.99997788486615
982,0.99999580284462,0.99998386052826,0.99997820171762
983,0.99999586297878,0.99998409176427,0.99997851402944
984,0.99999592225137,0.99998431968727,0.99997882186665
985,0.99999598067474,0.99998454434474,0.99997912529338
986,0.99999603826105,0.99998476578347,0.99997942437279
987,0.99999609502231,0.99998498404956,0.9999797191672
988,0.99999615097033,0.99998519918847,0.99998000973797
989,0.99999620611676,0.99998541124502,0.99998029614563
990,0.99999626047308,0.99998562026335,0.99998057844983
991,0.99999631405063,0.999985826287,0.99998085670935
992,0.99999636686055,0.99998602935888,0.99998113098215
993,0.99999641891384,0.99998622952127,0.99998140132535
994,0.99999647022135,0.99998642681586,0.99998166779524
995,0.99999652079376,0.99998662128375,0.99998193044732
996,0.99999657064159,0.99998681296542,0.99998218933629
997,0.99999661977524,0.9999870019008,0.99998244451607
998,0.99999666820494,0.99998718812923,0.99998269603979
999,0.99999671594076,0.99998737168951,0.99998294395984
1000,0.99999676299266,0.99998755261985,0.99998318832785
